"id";"fr";"en";"EN";"d";"D";"i";"I";"e";"E"
"txt_0134";"Le comparateur permet de comparer plusieurs photos sélectionnées :";"The comparator lets you compare several selected photos:";"";"Le comparateur est comme une table lumineuse où vous pouvez placer plusieurs photos côte à côte pour les examiner ensemble. Cette fonction vous permet de sélectionner plusieurs photos de votre patient et de les afficher en même temps sur votre écran. C'est très pratique pour voir l'évolution du traitement - par exemple, comparer les dents avant et après la pose d'un appareil. Ne vous inquiétez pas, c'est très simple à utiliser :";"";"Le comparateur optimise l'analyse de l'évolution thérapeutique en affichant simultanément plusieurs clichés sélectionnés :

**Points clés d'utilisation :**
• Sélectionnez vos images par Ctrl+clic pour une comparaison multi-dates
• Privilégiez des vues identiques (frontale, profil, intra-orale) pour une analyse pertinente
• Utilisez le clic-droit sur une image pour accéder aux options de synchronisation des zooms

**Cas particuliers :**
• Pour les traitements longs : limitez à 4-6 images maximum pour maintenir la lisibilité
• Les images de résolutions différentes sont automatiquement harmonisées
• La fonction reste active même lors du passage entre dossiers patients";"";"Le comparateur offre une analyse comparative multi-images avec synchronisation des vues, overlay différentiel, et mesures céphalométriques parallèles. Supporte les formats DICOM/JPEG avec métadonnées EXIF préservées. Configuration des grilles de référence via config.xml, export batch des analyses en CSV/PDF pour intégration EHR.";""
"txt_0135";"Utilisez les flèches pour faire défiler les photos. La photo de référence (gauche ou haut) reste figée.";"Use the arrows to scroll through the photos. The reference photo (left or top) remains frozen.";"";"Pour regarder vos différentes photos, c'est très simple ! Imaginez que vous feuilletez un album photo. Utilisez les petites flèches (comme les boutons suivant/précédent) pour passer d'une photo à l'autre. Ne vous inquiétez pas : la photo de référence (celle qui se trouve à gauche de votre écran ou en haut) ne bougera pas - elle reste toujours visible pour que vous puissiez comparer facilement avec les autres photos qui défilent.";"";"Navigation dans les comparaisons de photos :
• **Flèches directionnelles** : parcourez les photos de suivi tandis que la photo de référence reste fixe
• **Raccourci efficace** : utilisez les touches fléchées du clavier pour une navigation plus rapide
• **Astuce de workflow** : maintenez la même angulation de référence pour optimiser l'analyse comparative de l'évolution du traitement
• **Cas particulier** : si aucune photo n'apparaît figée, vérifiez que votre photo de référence est bien définie dans les paramètres de comparaison";"";"Navigation par flèches directionnelles ou raccourcis clavier (Ctrl+←/→). La photo de référence (position primaire) reste verrouillée en overlay fixe pendant le défilement séquentiel. Paramétrage de l'intervalle de défilement et du mode de comparaison (split-screen/overlay) disponible dans les préférences d'affichage.";""
"txt_0136";"Les photos défilent automatiquement par date de prise de vue.";"Photos are automatically scrolled by shooting date.";"";"[=]";"";"Les photos défilent automatiquement par date de prise de vue (ordre chronologique croissant par défaut). Pour optimiser votre workflow :

• **Raccourci** : Clic droit sur l'en-tête pour inverser l'ordre de tri
• **Cas particulier** : Les photos importées sans métadonnées de date s'affichent en fin de série
• **Astuce** : Utilisez Ctrl+D pour accéder rapidement aux options de tri avancées si vous travaillez avec des séances multi-dates";"";"Défilement automatique chronologique basé sur les métadonnées EXIF (DateTimeOriginal). Configuration du délai d'intervalle et tri inversé disponibles via les paramètres avancés. Compatible avec l'automatisation par raccourcis clavier ou API pour les workflows de présentation patient.";""
"txt_0137";"Si vous respectez un protocole précis lors des prises de photos, cette fonctionnalité permet de comparer les séances dans le temps.";"If you follow a precise protocol when taking photos, this feature allows you to compare sessions over time.";"";"Si vous prenez toujours vos photos de la même manière (même angle, même distance), cette fonction vous permet de voir l'évolution du traitement en comparant les photos d'une séance à l'autre. C'est comme un album photo qui vous montre les progrès de vos patients au fil du temps - très utile pour suivre l'évolution des dents !";"";"Cette fonctionnalité de comparaison temporelle nécessite une standardisation rigoureuse de vos protocoles photographiques pour être pleinement exploitable.

**Points clés pour optimiser les comparaisons :**
• Maintenez des angles, distances et éclairages identiques entre séances
• Utilisez les repères de positionnement du logiciel pour garantir la reproductibilité
• Documentez vos paramètres de prise de vue dans les métadonnées

**Cas particuliers :**
- Les variations d'éclairage saisonnier peuvent affecter la comparaison : compensez via les réglages de balance des blancs
- Pour les patients en croissance, ajustez progressivement le cadrage tout en conservant les proportions de référence

Cette approche méthodique transforme vos archives en véritable outil de suivi thérapeutique quantifiable.";"";"La standardisation des protocoles de capture (paramètres EXIF constants, positionnement reproductible, éclairage normalisé) active l'analyse comparative temporelle automatisée. Configurez les templates de séquences dans les fichiers .xml pour déclencher les overlays de comparaison et les mesures différentielles pixel-parfaites entre sessions.";""
"txt_0138";"Les photos du premier RDV restent statiques (en haut ou à gauche) et celles des RDV suivants défilent par date.";"The photos of the first appointment remain static (at the top or on the left) and those of subsequent appointments scroll by date.";"";"Imaginez que vous regardez un album photo de famille : les premières photos (celles du tout premier rendez-vous de votre patient) restent toujours visibles à l'écran, comme si elles étaient collées en haut de la page ou sur le côté gauche. En dessous ou à côté, vous pouvez faire défiler toutes les autres photos des rendez-vous suivants, classées par date du plus récent au plus ancien. C'est très pratique car vous gardez toujours les photos ""avant"" sous les yeux pour comparer avec l'évolution du traitement !";"";"Les photos du premier RDV servent de référence fixe (positionnées en haut ou à gauche selon votre configuration d'affichage) tandis que les photos des consultations suivantes défilent chronologiquement. Cette organisation facilite les comparaisons avant/après et le suivi de l'évolution thérapeutique. Astuce : utilisez le raccourci clavier pour naviguer rapidement entre les dates sans perdre la référence initiale à l'écran.";"";"Les photos du RDV initial sont fixées en position de référence (header/sidebar gauche) tandis que les acquisitions ultérieures s'affichent en séquence chronologique avec navigation temporelle automatique. Configuration via layout.config pour ajuster l'affichage statique/dynamique selon les préférences de workflow.";""
"txt_0139";"Kitview permet d'utiliser des modèles de courrier avec des champs de fusion qui reprennent automatiquement les informations des patients (nom, prénom, adresse, photos...).";"Kitview allows you to use mail templates with merge fields that automatically include patient information (surname, first name, address, photos, etc.).";"";"Kitview vous permet de créer des lettres personnalisées très facilement, comme si vous aviez un assistant qui remplissait automatiquement les informations pour vous. 

Voici comment cela fonctionne : imaginez que vous écrivez souvent le même type de lettre à vos patients. Au lieu de retaper à chaque fois le nom, l'adresse et les détails de chaque patient, Kitview peut le faire automatiquement pour vous.

C'est comme utiliser un modèle de lettre où vous laissez des espaces vides pour le nom, l'adresse, etc. Kitview va chercher ces informations dans le dossier de votre patient et les place automatiquement au bon endroit dans votre lettre. Il peut même ajouter les photos du traitement si vous le souhaitez.

Ne vous inquiétez pas, c'est beaucoup plus simple que cela peut paraître ! Une fois que vous avez créé votre modèle de lettre, Kitview fait tout le travail de remplissage pour vous.";"";"Les modèles de courrier avec champs de fusion automatisent l'insertion des données patients (identité, coordonnées, photos sélectionnées). Points clés pour optimiser leur utilisation :

• **Personnalisation avancée** : Créez des modèles spécialisés par type de traitement (extraction, contention, suivi)
• **Gestion des photos** : Les champs photo respectent automatiquement la sélection active dans le dossier patient
• **Cas particuliers** : Vérifiez les champs vides (patients sans email/téléphone) avant génération
• **Raccourci efficace** : Ctrl+M pour accéder rapidement aux modèles depuis le dossier patient
• **Astuce pro** : Dupliquez et modifiez les modèles existants plutôt que de repartir de zéro

La fusion s'adapte automatiquement aux données disponibles, mais toujours relire avant envoi pour les cas atypiques.";"";"Kitview exploite un système de templates avec merge fields personnalisables pour l'automatisation documentaire. Les variables {{patient.nom}}, {{patient.prenom}}, {{patient.adresse}} et {{photo.reference}} s'intègrent dynamiquement depuis la base patient. Configuration des templates via fichiers .docx ou formats RTF avec balises conditionnelles. Possibilité de scripts de génération batch, export PDF automatisé et intégration API pour workflows tiers. Paramétrage des critères de sélection photos (date, type, annotations) directement dans les merge fields.";""
"txt_0140";"Passez en mode<strong>« Création »</strong>pour voir et modifier les champs de fusion (ex: &lt;Prenom&gt;, &lt;Nom&gt;, &lt;Date du jour&gt;...).";"Switch to ""Create"" mode to view and modify the merge fields (e.g. &lt;First name&gt;, &lt;Last name&gt;, &lt;Today's date&gt;...).";"";"Cliquez sur le mode **""Création""** pour personnaliser votre document. C'est comme utiliser un modèle de lettre où vous pouvez ajouter automatiquement le prénom du patient, son nom de famille, la date d'aujourd'hui, etc. Ces informations s'appellent des ""champs de fusion"" - ne vous inquiétez pas, c'est plus simple que ça en a l'air ! Une fois en mode Création, vous verrez apparaître ces petites étiquettes (comme <Prenom>, <Nom>) que vous pouvez modifier selon vos besoins.";"";"**Mode Création - Personnalisation des champs de fusion**

• **Activation rapide** : Basculez en mode ""Création"" pour accéder à l'édition des champs de fusion dynamiques
• **Champs disponibles** : Exploitez les variables prédéfinies (&lt;Prenom&gt;, &lt;Nom&gt;, &lt;Date du jour&gt;...) pour automatiser vos documents
• **Conseil d'efficacité** : Créez des modèles avec ces champs pour standardiser vos courriers et rapports
• **Cas particulier** : Certains champs peuvent rester vides si les données patient ne sont pas complètes - vérifiez la cohérence avant impression";"";"Basculez en mode **« Création »** pour accéder à l'éditeur de champs de fusion dynamiques (&lt;Prenom&gt;, &lt;Nom&gt;, &lt;Date du jour&gt;, &lt;ID_Patient&gt;, &lt;Date_Traitement&gt;, etc.). Les champs supportent les formats conditionnels et les expressions personnalisées via la syntaxe {field:format:condition}.";""
"txt_0141";"Le Portfolio permet de regrouper des photos de plusieurs patients et de générer automatiquement une présentation PowerPoint.";"The Portfolio can be used to group together photos of several patients and automatically generate a PowerPoint presentation.";"";"Le Portfolio fonctionne comme un album photo spécial qui vous permet de rassembler des photos de différents patients en un seul endroit. Imaginez que vous voulez créer une présentation pour montrer vos résultats de traitements : au lieu de chercher les photos une par une dans chaque dossier patient, le Portfolio les regroupe pour vous. Ensuite, ne vous inquiétez pas pour la création de votre présentation - le logiciel crée automatiquement un diaporama PowerPoint avec toutes vos photos sélectionnées. C'est comme avoir un assistant qui prépare votre présentation à votre place !";"";"Le Portfolio permet de regrouper des photos de plusieurs patients pour générer automatiquement une présentation PowerPoint personnalisée.

**Points clés pour optimiser votre Portfolio :**
• **Sélection rapide** : Utilisez Ctrl+clic pour sélectionner plusieurs photos non consécutives d'un même patient
• **Organisation efficace** : Créez des portfolios thématiques (avant/après, cas complexes, types de traitements)
• **Templates personnalisés** : Configurez vos modèles PowerPoint avec votre charte graphique pour un rendu professionnel instantané

**Cas particuliers :**
- Les photos avec annotations se conservent dans le PowerPoint généré
- Pour les cas multi-années, privilégiez un tri chronologique avant export
- Les métadonnées patient peuvent être masquées automatiquement selon vos paramètres de confidentialité";"";"Le module Portfolio agrège les métadonnées EXIF et images DICOM/JPEG de multiples dossiers patients pour générer des présentations PowerPoint via l'API Office Automation. Supporte les templates personnalisés (.potx), l'export batch programmé, et l'intégration avec les systèmes PACS via protocole HL7. Configuration des critères de sélection automatique par tags anatomiques, dates d'acquisition, et paramètres de capture dans portfolio_config.xml.";""
"txt_0142";"La présentation s'ouvre automatiquement dans PowerPoint. Vous pouvez alors ajouter du texte, modifier la mise en page, etc.";"The presentation opens automatically in PowerPoint. You can then add text, change the page layout, etc.";"";"Ne vous inquiétez pas, c'est très simple ! Une fois que vous avez créé votre présentation dans Kitview, elle s'ouvre toute seule dans PowerPoint - comme si vous double-cliquiez sur un document Word. 

Vous vous retrouvez alors dans PowerPoint avec vos photos déjà organisées. À partir de là, vous pouvez personnaliser votre présentation exactement comme vous le feriez normalement : ajouter des commentaires pour expliquer le traitement à votre patient, changer les couleurs, modifier la taille des photos, ou réorganiser les diapositives. C'est comme avoir un album photo numérique que vous pouvez personnaliser selon vos besoins !";"";"La présentation s'ouvre automatiquement dans PowerPoint pour personnalisation immédiate.

**Points clés d'efficacité :**
• **Raccourci rapide** : Double-clic sur les zones de texte pour édition directe
• **Mise en page optimale** : Utilisez les masques de diapositives (Affichage > Masque des diapositives) pour des modifications cohérentes sur toute la présentation
• **Cas particulier** : Si PowerPoint ne s'ouvre pas automatiquement, vérifiez que l'application est définie par défaut pour les fichiers .pptx

**Astuce pro** : Sauvegardez immédiatement sous un nouveau nom pour préserver le modèle Kitview original et faciliter les présentations futures.";"";"La présentation s'exporte automatiquement en PPTX vers PowerPoint avec les diapositives pré-configurées selon le template défini dans KitView. Modifiez les propriétés du document, ajustez les masters slides, ou intégrez des macros VBA pour l'automatisation des mises à jour. Les métadonnées DICOM sont préservées dans les propriétés personnalisées du fichier pour traçabilité.";""
"txt_0143";"Les filtres de population permettent de faire des recherches par type d'objet ou de photos pour un ou plusieurs patients. Les filtres sont organisés par catégorie.";"Population filters allow you to search by type of object or photo for one or more patients. Filters are organised by category.";"";"Les filtres de population, c'est comme un système de tri dans un grand album photo. Imaginez que vous avez des centaines de photos de patients dans votre cabinet : les filtres vous permettent de retrouver rapidement exactement ce que vous cherchez.

Par exemple, vous pouvez chercher :
- Toutes les photos d'un patient précis (comme M. Dupont)
- Un type de photo particulier (comme les photos de face ou de profil)
- Plusieurs patients en même temps

Ne vous inquiétez pas, c'est très simple à utiliser ! Les filtres sont rangés par catégories, comme des onglets dans un classeur, pour que vous vous y retrouviez facilement. Vous cliquez sur la catégorie qui vous intéresse, puis vous choisissez ce que vous voulez voir.";"";"Les filtres de population optimisent vos recherches en ciblant des types d'objets ou de photos spécifiques sur un ou plusieurs patients. 

**Points clés pour une utilisation efficace :**
• Les filtres sont organisés par catégories - combinez-les pour affiner vos résultats
• Astuce : sauvegardez vos combinaisons de filtres fréquemment utilisées
• Exception : certains filtres peuvent être incompatibles entre eux selon les types d'objets
• Raccourci : utilisez Ctrl+F pour accéder rapidement aux filtres depuis n'importe quelle vue patient

**Cas particuliers :** Pour les recherches complexes impliquant plusieurs praticiens, vérifiez les permissions d'accès aux données patient avant d'appliquer les filtres.";"";"Les filtres de population exploitent une indexation multi-critères pour requêter la base de données par type d'objet (géométries 2D/3D, landmarks, mesures céphalométriques) ou classes d'images (intra-orales, extra-orales, CBCT, modèles STL). L'architecture par catégories permet des requêtes SQL complexes combinant critères temporels, métadonnées DICOM et tags personnalisés. Configuration via filtres.xml pour personnaliser les taxonomies et automatiser les recherches récurrentes par API REST.";""
"txt_0144";"Les filtres de population permettent également de rechercher des photos prises à une date précise ou dans une plage de dates.";"Population filters can also be used to search for photos taken on a specific date or within a date range.";"";"Les filtres de population, c'est comme un système de recherche dans un grand album photo. Imaginez que vous avez des milliers de photos de patients et que vous voulez retrouver celles prises à un moment précis - c'est exactement ce que font ces filtres !

Vous pouvez rechercher des photos de deux façons très simples :
1. **Pour une date précise** : par exemple, toutes les photos prises le 15 mars 2024
2. **Pour une période** : par exemple, toutes les photos prises entre le 1er et le 31 mars 2024

C'est comme si vous demandiez à quelqu'un : ""Montre-moi toutes les photos que j'ai prises mardi dernier"" ou ""Montre-moi toutes les photos de cette semaine"". Le logiciel va automatiquement trier et vous présenter uniquement les photos correspondant à vos critères de date.

Ne vous inquiétez pas, c'est très intuitif à utiliser !";"";"Les filtres de population offrent des options de recherche par date avancées :

• **Date précise** : Utilisez le sélecteur de date pour retrouver instantanément les photos d'une séance spécifique
• **Plage de dates** : Définissez une période pour analyser l'évolution du traitement ou préparer des rapports
• **Astuce efficacité** : Combinez les filtres de date avec les filtres de patient pour un tri ultra-précis
• **Cas particulier** : Les photos importées conservent leur date de prise de vue originale, pas la date d'import

**Raccourci** : Double-clic sur une date dans le calendrier pour appliquer automatiquement le filtre.";"";"Les filtres de population supportent la recherche par métadonnées EXIF temporelles avec syntaxe ISO 8601, plages relatives (ex: -30d, +1w) et expressions régulières pour batch processing. Paramètres configurables via config.json : date_format, timezone_handling, metadata_fields. Compatible avec requêtes API REST pour automatisation des workflows de tri chronologique.";""
"txt_0145";"<strong>Exemple :</strong>Rechercher toutes les photos prises le 24/11/2017";"<strong>Example:</strong>Search all photos taken on 24/11/2017.";"";"[=]";"";"[X]";"";"**Exemple :** Requête temporelle `date:2017-11-24` ou utilisation du filtre EXIF DateTimeOriginal pour l'extraction batch. Compatible regex `date:2017-11-2[0-9]` pour plages. Export possible via API REST avec paramètre `&dateFilter=2017-11-24`.";""
"txt_0146";"Pour afficher les photos de chaque patient, cliquez sur chaque dossier patient.";"To view photos of each patient, click on each patient file.";"";"[=]";"";"[X]";"";"[X]";""
"txt_0147";"<strong>Exemple :</strong>Rechercher toutes les photos prises entre le 13/09/2017 et le 13/09/2018";"<strong>Example:</strong>Search for all photos taken between 13/09/2017 and 13/09/2018.";"";"**Exemple pratique :** Imaginez que vous voulez retrouver toutes les photos prises durant une année complète, par exemple entre le 13 septembre 2017 et le 13 septembre 2018. C'est comme chercher dans un album photo en feuilletant seulement les pages d'une période précise. Le logiciel va fouiller pour vous et vous montrer uniquement les photos de cette période - très pratique pour suivre l'évolution d'un traitement sur 12 mois !";"";"[X]";"";"[X]";""
"txt_0148";"Les formulaires permettent de conserver toutes les informations liées à un patient, d'avoir un accès rapide à l'information, et de présenter et exploiter les données renseignées.";"Forms are used to store all the information relating to a patient, to provide rapid access to information, and to present and use the data entered.";"";"Les formulaires sont comme des fiches de renseignements pour chaque patient. Imaginez un classeur où vous gardez toutes les informations importantes de vos patients : leur nom, leur âge, leurs traitements, etc. C'est exactement ce que font ces formulaires dans Kitview ! Ne vous inquiétez pas, c'est très simple à utiliser. Grâce à ces fiches électroniques, vous pouvez retrouver rapidement toutes les informations d'un patient et les consulter facilement quand vous en avez besoin.";"";"Les formulaires centralisent l'ensemble des données patient pour une gestion optimisée :

• **Accès rapide** : Utilisez Ctrl+F pour rechercher instantanément dans les champs ou créez des raccourcis vers les sections les plus consultées
• **Exploitation des données** : Les informations saisies alimentent automatiquement les rapports et statistiques - veillez à la cohérence des formats de saisie
• **Cas particuliers** : Pour les patients avec historiques complexes, utilisez les champs personnalisables et les annotations pour conserver la continuité du suivi
• **Conseil d'efficacité** : Configurez des modèles de formulaires selon vos spécialités pour standardiser la collecte d'informations

La qualité de la saisie initiale détermine la pertinence des analyses ultérieures.";"";"Les formulaires centralisent les métadonnées patient dans une base relationnelle, permettent l'indexation rapide via requêtes SQL optimisées, et offrent des capacités d'export/import batch (CSV, XML, DICOM tags). Configuration des champs personnalisés via templates JSON, intégration API REST pour synchronisation tiers, et génération automatisée de rapports par scripts Python/VBA.";""
"txt_0149";"<strong>Exemple :</strong>Rechercher les formulaires des patients présentant une gingivite";"<strong>Example:</strong>Search forms for patients with gingivitis.";"";"**Exemple :** Chercher les dossiers des patients qui ont des gencives enflammées

Ne vous inquiétez pas, c'est comme chercher un dossier spécifique dans un classeur. Ici, vous pouvez facilement retrouver tous les patients qui ont le même problème de gencives (appelé ""gingivite"" par les dentistes). C'est très pratique pour suivre ces cas similaires !";"";"**Recherche avancée : Patients avec gingivite**

• **Méthode rapide** : Utilisez les filtres de pathologie dans la barre de recherche principale
• **Cas particulier** : Pour les gingivites associées à d'autres conditions, combinez plusieurs critères avec l'opérateur ET
• **Astuce d'efficacité** : Sauvegardez cette recherche comme filtre personnalisé pour un accès rapide lors des suivis
• **Exception** : Les anciens dossiers peuvent utiliser une terminologie différente - pensez à inclure ""inflammation gingivale"" dans vos mots-clés";"";"[X]";""
"txt_0150";"Un site support de formation est disponible pour vous accompagner dans l'utilisation de Kitview. Vous y trouverez de nombreuses vidéos explicatives ainsi que des modèles de formulaires.";"A training support site is available to help you use Kitview. You'll find a number of explanatory videos and sample forms.";"";"Ne vous inquiétez pas, vous n'êtes pas seul pour apprendre à utiliser Kitview ! Nous avons créé un site internet spécial (comme une école en ligne) pour vous aider pas à pas. Sur ce site, vous trouverez :

• Des vidéos simples qui vous montrent exactement comment faire chaque manipulation - comme avoir un professeur à côté de vous
• Des exemples de formulaires déjà remplis que vous pouvez utiliser comme modèles pour créer les vôtres

C'est comme avoir un manuel d'instructions avec des images et des exemples concrets. Prenez votre temps pour regarder ces ressources, elles sont là pour vous faciliter la vie !";"";"**Ressources de formation avancées**

Le site support Kitview propose des ressources optimisées pour votre niveau :

• **Vidéos spécialisées** : Consultez prioritairement les tutoriels sur les workflows complexes et les fonctions avancées
• **Modèles de formulaires personnalisables** : Téléchargez les templates adaptés à votre spécialité orthodontique pour gagner du temps
• **Cas d'usage spécifiques** : Explorez les sections dédiées aux situations particulières (patients complexes, protocoles spéciaux)

**Conseil pratique** : Bookmarkez les ressources les plus utilisées dans votre pratique quotidienne pour un accès rapide.";"";"Site support technique disponible avec documentation API, vidéos de workflows avancés, templates de formulaires personnalisables (formats JSON/XML), scripts d'automatisation et guides de configuration pour intégrations tierces.";""
"txt_0151";"<strong>Photos</strong>: portraits, photos intra-buccales, photos de face/profil";"<strong>Photos</strong>: portraits, intra-oral photos, frontal/profile photos";"";"**Photos** : Ne vous inquiétez pas, c'est simple ! Vous pouvez ajouter 3 types de photos de vos patients :
- **Portraits** : comme des photos d'identité, qui montrent le visage du patient
- **Photos intra-buccales** : ce sont les photos prises à l'intérieur de la bouche pour voir les dents
- **Photos de face/profil** : des vues du patient de face et de côté, comme dans un album photo classique";"";"**Types de photos supportés** :
• **Portraits** : photos extraorales standard
• **Photos intra-buccales** : vues occlusales, vestibulaires et linguales
• **Photos de face/profil** : céphalométrie clinique

**Points clés pour l'efficacité** :
• Utilisez les raccourcis clavier pour basculer rapidement entre les types
• Les métadonnées sont automatiquement assignées selon le type sélectionné
• Exception : les photos mixtes nécessitent une classification manuelle";"";"**Photos** : portraits (résolution min. 1920x1080, profils colorimétriques sRGB/Adobe RGB), intra-buccales (macro 1:1, balance des blancs calibrée 5500K), clichés orthodontiques standardisés face/profil (template DICOM compatible, métadonnées EXIF préservées, batch import via API REST disponible)";""
"txt_0152";"<strong>Radios</strong>: panoramiques, téléradiographies";"<Radios</strong>: panoramic, teleradiography";"";"**Photos de radiographies** : les grandes images panoramiques qui montrent toute la bouche d'un coup (comme une photo de groupe de toutes les dents), et les radiographies de profil qui montrent le côté du visage et de la tête";"";"**Radios** : panoramiques, téléradiographies

• **Optimisation du workflow** : Importez vos radios directement par glisser-déposer ou utilisez Ctrl+I pour un import rapide
• **Cas particuliers** : Pour les téléradiographies de format non standard, vérifiez les paramètres de résolution avant import
• **Astuce efficacité** : Organisez vos radios par chronologie - le logiciel détecte automatiquement les dates DICOM pour un classement optimal
• **Exception importante** : Les panoramiques segmentées nécessitent parfois un recalibrage manuel de l'échelle";"";"**Radios**: panoramiques (OPG, formats DICOM/JPEG, résolution 150-300 DPI), téléradiographies de profil/face (céphalométriques, avec points de repère anatomiques intégrés, export vers logiciels d'analyse cefalométrique, batch processing disponible)";""
"txt_0153";"<strong>Scans 3D</strong>: modèles numériques";"<strong>3D scans</strong>: digital models";"";"**Scans 3D** : images en trois dimensions des dents de vos patients

Ces scans 3D sont comme des ""photos spéciales"" qui montrent les dents sous tous les angles, exactement comme si vous teniez un modèle en plâtre dans vos mains. Au lieu d'avoir des moulages physiques qui prennent de la place, vous avez des versions numériques sur votre ordinateur.";"";"[X]";"";"**Scans 3D**: Import de modèles numériques (STL, PLY, OBJ). Configuration mesh/wireframe, ajustement des paramètres de rendu OpenGL, export DICOM-compatible. Intégration workflow CAD/CAM via API REST.";""
"txt_0154";"<strong>Documents</strong>: PDF, courriers, compte-rendus";"<strong>Documents</strong>: PDFs, letters, minutes";"";"**Documents** : Vous pouvez ajouter tous vos papiers importants comme des fichiers PDF, des lettres de correspondance ou des comptes-rendus de consultation. C'est comme avoir un classeur numérique pour chaque patient où vous rangez tous les documents utiles.";"";"**Documents** : PDF, courriers, compte-rendus
• Glissez-déposez directement vos fichiers pour un import rapide
• Organisez par type : rapports radiologiques, devis, correspondances
• Astuce : nommage standardisé recommandé (ex: ""CR_nom_date"")
• Compatible formats multiples : PDF, DOC, images scannées
• Limitation : 10 Mo par fichier (compressez si nécessaire)";"";"**Documents**: PDF (OCR intégré, indexation full-text), courriers (templates personnalisables, fusion automatique données patient), compte-rendus (export batch multi-formats, intégration DICOM SR, macros de saisie rapide)";""
"txt_0155";"<strong>Vidéos et audio</strong>";"<strong>Video and audio</strong>";"";"[=]";"";"[X]";"";"[X]";""
"txt_0156";"Cliquez sur l'onglet<strong>« Patient »</strong>";"Click on the<strong>""Patient""</strong> tab";"";"[=]";"";"[X]";"";"[X]";""
"txt_0157";"Une fenêtre s'ouvre : remplissez les informations (Nom, Prénom, Date de naissance, Sexe)";"A window will open: fill in the details (Surname, First name, Date of birth, Sex)";"";"Une nouvelle fenêtre va apparaître sur votre écran, comme un formulaire à remplir. Ne vous inquiétez pas, c'est très simple ! Vous devez juste compléter quelques informations de base sur votre patient : tapez son nom de famille, puis son prénom, indiquez sa date de naissance (jour/mois/année) et sélectionnez son sexe dans la liste déroulante. C'est comme remplir une fiche patient classique, mais sur l'ordinateur.";"";"**Points clés pour l'ajout patient :**

• **Champs obligatoires** : Nom, Prénom, Date de naissance, Sexe
• **Raccourci** : Tab pour naviguer rapidement entre les champs
• **Format date** : Respectez le format JJ/MM/AAAA pour éviter les erreurs
• **Cas particulier** : Pour les patients mineurs, vérifiez que la date correspond bien à l'âge déclaré
• **Conseil efficacité** : Utilisez Ctrl+S pour sauvegarder directement sans passer par les boutons";"";"Fenêtre de saisie patient : compléter les champs obligatoires (Nom, Prénom, DDN format ISO 8601, Sexe). Import batch possible via CSV avec mapping automatique des colonnes. Configuration des champs personnalisés dans patient.config. Validation automatique format données activable via paramètres avancés.";""
"txt_0158";"Cliquez sur<strong>« Valider »</strong>";"Click on<strong>""Validate""</strong>.";"";"[=]";"";"[X]";"";"[X]";""
"txt_0159";"Cliquez sur<strong>« Paramètres »</strong>";"Click on<strong>""Settings""</strong>.";"";"[=]";"";"[X]";"";"[X]";""
"txt_0160";"Cliquez sur<strong>« Administration »</strong>puis<strong>« Général »</strong>";"Click on<strong>""Administration""</strong>then<strong>""General""</strong>.";"";"Pour accéder aux réglages de base du logiciel, c'est très simple ! Suivez ces étapes :

1. Cherchez le bouton **« Administration »** (il se trouve généralement dans le menu principal) et cliquez dessus
2. Une fois que le menu s'ouvre, cliquez sur **« Général »**

Pensez à cela comme ouvrir un tiroir (Administration) puis choisir un dossier spécifique (Général) à l'intérieur. Ne vous inquiétez pas, vous ne risquez rien en explorant ces menus !";"";"[X]";"";"Accédez à Administration > Général via le menu principal ou directement par raccourci Ctrl+Alt+G. Cette section centralise les paramètres globaux du système, configurations de base de données, et options d'intégration DICOM.";""
"txt_0161";"Cochez<strong>« Passer en mode administration »</strong>";"Check<strong>""Switch to administration mode""</strong>.";"";"Pour accéder aux paramètres avancés du logiciel, cochez la case **« Passer en mode administration »**. Ne vous inquiétez pas, c'est comme avoir les clés d'un bureau pour pouvoir modifier certains réglages - vous restez toujours en sécurité et pouvez revenir en arrière si besoin.";"";"[X]";"";"Activez « Passer en mode administration » pour accéder aux paramètres avancés de configuration système, gestion des droits utilisateurs, modification des templates d'export DICOM, et personnalisation des workflows d'acquisition automatique.";""
"txt_0162";"Sélectionnez le patient à supprimer";"Select the patient to be deleted";"";"[=]";"";"[X]";"";"Sélectionnez le patient à supprimer depuis la base de données. Vérifiez les dépendances (fichiers DICOM associés, historique de traitement) avant suppression définitive. Option de sauvegarde automatique dans /backup/ si configurée dans kitview.cfg.";""
